id,title,description,kind,starts_at,ends_at,timezone,all_day,is_recurring,recurrence_rule,location,location_type,meeting_url,dial_in,address,deal_id,organization_id,owner_id,attendee_ids,internal_attendee_ids,external_attendees,gcal_id,gcal_url,outlook_id,synced_at,agenda,summary,action_items,transcript_url,recording_url,outcome,follow_up_needed,follow_up_at,follow_up_notes,tags,created_at,updated_at
281,Apollo x Blackbox,,call,2025-02-12 13:00:00 UTC,2025-02-12 13:45:00 UTC,,false,false,,,,,,,,,22,"[577, 576, 591]",[],[],_71330e1l6kskcb9j8csj0b9k68sjgba174p30b9m74q34e9i70p44h9l84,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
282,Akash in office (Tether),,call,2025-02-12 15:00:00 UTC,2025-02-12 16:00:00 UTC,,false,false,,,,,,,,,22,"[577, 576]",[],[],_710k6h1p8gp46b9k70sjab9k88s30b9p8l33cb9k70o3gca284qk2e1n88,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
283,Gabe + Doug + Chris,,call,2025-04-12 10:00:00 UTC,2025-04-12 10:30:00 UTC,,false,false,,,,,,,,,22,"[577, 576]",[],[],2btpg72rjpasm1o376ga0kbgd0,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
284,LeVecke x Greg Pulier,,call,2025-04-12 11:00:00 UTC,2025-04-12 11:30:00 UTC,,false,false,,,,,,,,,22,"[577, 576]",[],[],_6spkcea66osj8b9i6t1k2b9k8p0jaba16l346b9n75342h1k88okcd9m8k,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
285,Doug & Chris & Gabe,,call,2025-04-12 12:30:00 UTC,2025-04-12 13:00:00 UTC,,false,false,,,,,,,,,22,"[577, 576]",[],[],_8cskac1j6t2j8b9l6p230b9k68pj0b9p64rk4ba58grk4ca468p44c9p6s,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
286,Tony + Arrow fund,,call,2025-04-12 12:30:00 UTC,2025-04-12 13:00:00 UTC,,false,false,,,,,,,,,22,"[577, 576]",[],[],i9tvf1hga8fkpif2ik1c55d5qg,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
287,Optimist x Arrow,,call,2025-05-12 13:00:00 UTC,2025-05-12 13:45:00 UTC,,false,false,,,,,,,,,22,"[575, 577, 576]",[],[],_8kq3ec256d2jcb9l70qjeb9k68qj4ba288s4cb9j6524ah1p6cqjgdi26g,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
288,Udi and Gabriel,,call,2025-09-12 10:00:00 UTC,2025-09-12 11:00:00 UTC,,false,false,,,,,,,,,22,[576],[],[],_712kcgq46t334b9o6kojcb9k6gpk6ba16so3ib9i70p3gchl692jed1g64,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
289,Fausto in office,,call,2025-09-12 11:00:00 UTC,2025-09-12 12:00:00 UTC,,false,false,,,,,,,,,22,"[577, 576]",[],[],0tl2m23fn4c8febe59nfil9d7s,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
290,Matt + Chris + Gabe,,call,2025-09-12 18:00:00 UTC,2025-09-12 18:30:00 UTC,,false,false,,,,,,,,,22,"[492, 576, 577]",[],[],v6tb79st930qc9pm9a81f5fen0,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
291,Arrow fund + ArcStream capital,,call,2025-09-12 19:00:00 UTC,2025-09-12 19:30:00 UTC,,false,false,,,,,,,,,22,"[515, 576, 575]",[],[],fl8gkb51a7ol4um24gup379hdg,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
292,Gabe + Yair,,call,2025-10-12 12:00:00 UTC,2025-10-12 12:40:00 UTC,,false,false,,,,,,,,,22,[576],[],[],8e6d6te5j5mn4fcvsd36hje10g,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
293,Gabe / Syd & Nicole,,call,2025-12-12 11:00:00 UTC,2025-12-12 11:30:00 UTC,,false,false,,,,,,,,,22,"[576, 592]",[],[],sg34gt4itsigc6nadqojqr5f8k,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
294,Call jack jay,,call,2026-04-01 14:00:00 UTC,2026-04-01 15:00:00 UTC,,false,false,,,,,,,,,22,[],[],[],ketqh9p4kmhcfkuhegtd81jgj8,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
295,"Meeting with Ben, Chris, and Gabe in Liberator Conf Room",,call,2026-05-01 09:15:00 UTC,2026-05-01 09:45:00 UTC,,false,false,,,,,,,,,22,"[588, 576]",[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g6gsk6dhg8d0j4da66t2k8gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g8grkcgq661146g9k6513ggpk6gs44chn6csj4hhn84q38dhm70s0,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
296,Gabe + Ricardo,,call,2026-05-01 11:00:00 UTC,2026-05-01 11:30:00 UTC,,false,false,,,,,,,,,22,"[577, 565, 576]",[],[],5gcuousgfe3jknante2qv122l4,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
297,Humla <> Arrow <>Arcadian,,call,2026-05-01 13:00:00 UTC,2026-05-01 13:30:00 UTC,,false,false,,,,,,,,,22,"[566, 549, 576, 567, 568, 492]",[],[],7hfpehoc8509ivu1ok58hsr1qr,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
298,Dan Dawes and Gabriel Borden,,call,2026-05-01 13:30:00 UTC,2026-05-01 14:00:00 UTC,,false,false,,,,,,,,,22,"[576, 569]",[],[],bq8k445865pgodnlr1t988h8dk,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
299,Nikhil Punwaney and Gabriel Borden,,call,2026-05-01 14:00:00 UTC,2026-05-01 14:30:00 UTC,,false,false,,,,,,,,,22,"[576, 570]",[],[],pi0ha4tb2eqgmfr3gg7f651590,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
300,[Tentative Call 1] Humla <> Arrow <>Arcadian,,call,2026-06-01 08:00:00 UTC,2026-06-01 08:30:00 UTC,,false,false,,,,,,,,,22,"[568, 566, 549, 576, 567, 492]",[],[],07eg73pdigg4laq97dj84d9i2l,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
301,Gabe + Divyansh,,call,2026-06-01 09:30:00 UTC,2026-06-01 10:00:00 UTC,,false,false,,,,,,,,,22,[576],[],[],gj1tgt40svitk729f66ll3d830,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
302,Follow Up @11am PT: Humla <> Arrow <>Arcadian,,call,2026-06-01 11:00:00 UTC,2026-06-01 11:30:00 UTC,,false,false,,,,,,,,,22,"[568, 567, 566, 576, 549, 577, 492]",[],[],6ds21d65t01lsksagd4prjcac2,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
303,gabriel borden and Trey Taylor,,call,2026-06-01 13:30:00 UTC,2026-06-01 14:00:00 UTC,,false,false,,,,,,,,,22,[576],[],[],g3es1824q5lds45fmp3a3j36eg,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
304,Andrey in office,,call,2026-06-01 14:00:00 UTC,2026-06-01 16:00:00 UTC,,false,false,,,,,,,,,22,"[577, 576]",[],[],75vi64o1gqd5u7atvfblqj65hg,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
305,Drew pt,,call,2026-06-01 14:20:00 UTC,2026-06-01 15:05:00 UTC,,false,false,,,,,,,,,22,[],[],[],92f2cajl9ukatfhv6445dhfh5c,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
306,Ben Grubs Levecke Discussion,,call,2026-06-01 16:00:00 UTC,2026-06-01 17:00:00 UTC,,false,false,,,,,,,,,22,"[577, 617, 576, 597, 596]",[],[],4090gt5fvgtgbvpompdbqu8n89,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
307,Omer sync,,call,2026-07-01 12:30:00 UTC,2026-07-01 13:00:00 UTC,,false,false,,,,,,,,,22,"[576, 577]",[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g692jae24850k2hhh6t348gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g6l13edi56kqj8d9l74qk6gpk6osjee9g6d2jih1o60ok2h9p68q0,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
308,Ryan bloomer dinner,,call,2026-07-01 20:00:00 UTC,2026-07-01 21:00:00 UTC,,false,false,,,,,,,,,22,[],[],[],vd0j4o92ebhaa17l1h2jrluv30,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
309,Call: w/ Mubadala <> ArrowFund // RE: WAYMO,,call,2026-08-01 07:30:00 UTC,2026-08-01 08:00:00 UTC,,false,false,,,,,,,,,22,"[576, 542]",[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g6ko42d9o6l2j4chh6t348gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g8p338h1k6sqj4g9h70p48c1k8l142c9m6op46c1k8gr34c1n6h30,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
310,AF Compute pitch for Gabe Borden,,call,2026-08-01 08:45:00 UTC,2026-08-01 09:15:00 UTC,,false,false,,,,,,,,,22,[576],[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g8gr46ea58orj2gi470o48gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g6p2j6h1g6h13gchi70pjec1k71136dpo8go34gpi6kqkcc1j8gr0,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
311,Gabe + Tom,,call,2026-08-01 13:00:00 UTC,2026-08-01 13:30:00 UTC,,false,false,,,,,,,,,22,"[577, 576, 571]",[],[],004esvvf57d3vs6cfupsumfb0o,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
312,Call- Gabriel Borden,,call,2026-08-01 13:00:00 UTC,2026-08-01 13:30:00 UTC,,false,false,,,,,,,,,22,"[576, 571]",[],[],70pj2opocopjib9j6li36b9k6gqjgb9oc9h30b9m70p64dhpclgj0p1l6o,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
313,Bryan Hunt and Gabriel Borden,,call,2026-08-01 13:30:00 UTC,2026-08-01 14:00:00 UTC,,false,false,,,,,,,,,22,[576],[],[],1ljhb2fd7drcdtn2qldp3o44v4,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
314,Super prof,,call,2026-08-01 14:30:00 UTC,2026-08-01 15:30:00 UTC,,false,false,,,,,,,,,22,[],[],[],d0ovjitlh8qdt13jj238r9sf5c,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
315,Arrow Fund + Rtthlaw,,call,2026-08-01 16:30:00 UTC,2026-08-01 17:00:00 UTC,,false,false,,,,,,,,,22,"[577, 576]",[],[],t64vd8tc6i4313busjrf9m8n6g,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
316,Jon + Chris + Gabe,,call,2026-09-01 13:30:00 UTC,2026-09-01 14:10:00 UTC,,false,false,,,,,,,,,22,"[577, 576, 505]",[],[],nq7t527u45ggfsg9ittig26pfc,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
317,Arrow Funds D&O Discussion,,call,2026-09-01 15:00:00 UTC,2026-09-01 15:30:00 UTC,,false,false,,,,,,,,,22,"[576, 577, 560, 558]",[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g60o46da464sk6dhn70ok8gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g88qj0hhn6h33ccpn6ks32e1k6os46e266t1j8ga26srk4gi16l2g,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
318,Tether Deal,,call,2026-09-01 16:00:00 UTC,2026-09-01 16:45:00 UTC,,false,false,,,,,,,,,22,"[598, 577, 576, 505]",[],[],3s7ibve7o6t9oq1hjlrp1fme8g,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
319,Review of All Deals and Process,,call,2026-10-01 13:00:00 UTC,2026-10-01 14:30:00 UTC,,false,false,,,,,,,,,22,"[588, 576]",[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g6d0jecpp6h13agi570ok8gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g70qk2h1i84pjggi388oj4c1k6l13gh9j85330d9n6l23ih1g6ko0,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
320,Beach house farewell Alex Johnson,,call,2026-10-01 16:00:00 UTC,2026-10-01 20:00:00 UTC,,false,false,,,,,,,,,22,"[577, 592, 576]",[],[],agv5r6ipcr7u74978dn74km8lg,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
321,Brendan Contract Meeting,,call,2026-12-01 12:00:00 UTC,2026-12-01 12:45:00 UTC,,false,false,,,,,,,,,22,"[577, 576, 575]",[],[],6ehd4r7o9jgu60n63ddpmc19m7,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
322,Review of all deals and process,,call,2026-11-01 16:00:00 UTC,2026-11-01 16:30:00 UTC,,false,false,,,,,,,,,22,"[588, 576]",[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g60oj4d256oskad1i70pk8gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g70s48ghh64r4cghi6cp4achk6ssk2di16spj2gq368qj8cpg64o0,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
323,SpaceX (Radu + Greg + Arrow),,call,2026-12-01 13:45:00 UTC,2026-12-01 14:15:00 UTC,,false,false,,,,,,,,,22,"[568, 577, 566, 549, 576]",[],[],72jmjgl71qu73nr7s2k9rqc6bj,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
324,Teams Meeting SX SPV,,call,2026-12-01 14:15:00 UTC,2026-12-01 14:30:00 UTC,,false,false,,,,,,,,,22,"[576, 606, 483]",[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g74pkaca38oojic1o70q48gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g8cr44ea364p4ad1m60oj2dhk85148ga360rjicpn8l1k2gpi6cs0,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
325,Jon + Arrow,,call,2026-12-01 16:00:00 UTC,2026-12-01 17:00:00 UTC,,false,false,,,,,,,,,22,[],[],[],05ksd7rrb6e0l5e0j2dp5i5du6,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
326,Shao Re/ Evoke & Covalent,,call,2025-03-11 15:30:00 UTC,2025-03-11 16:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_84o34e1o88qk2b9p6go4cb9k6d2j6b9p6p1jcba28d0k8ci585338d256o,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
327,Apollo,,call,2025-10-11 13:30:00 UTC,2025-10-11 14:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6orj0ea68co3eb9l8h330b9k64r36b9o6spj0b9h60r34d9p8d248cq58g,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
328,Naughty Water x Drinkable,,call,2025-11-11 11:00:00 UTC,2025-11-11 11:30:00 UTC,,false,false,,,,,,,,,23,"[577, 613]",[],[],_84q48c1i61144b9j6sq38b9k8kpj6b9o60r34ba18h0jgghh6h148ghl8c,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
329,Article 9 Meeting,,call,2025-02-12 08:30:00 UTC,2025-02-12 09:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6kr3gh9p60qjeb9j8l24ab9k8grkaba28913ib9k60pj4ca36h2k6hi268,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
330,Altadena,,call,2025-02-12 11:30:00 UTC,2025-02-12 12:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_75334d1h88oj0b9j8kq42b9k8oskcba16ko36b9h74qj6cq68gr4aghh6o,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
331,LIH Block,,call,2025-02-12 13:30:00 UTC,2025-02-12 14:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_711jgci58krj4b9g6h236b9k70s44ba28kq4ab9g8h1k8dpm8cp44ea288,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
332,LIH Block,,call,2025-02-12 14:30:00 UTC,2025-02-12 15:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_7114cd9l6d1k6b9h64p30b9k64r3ab9p8d13eb9o6h144ga6892jada38k,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
333,Brendan and Chris (Task Management),,call,2025-02-12 17:00:00 UTC,2025-02-12 18:00:00 UTC,,false,false,,,,,,,,,23,"[577, 575]",[],[],_84qj2d2268rjab9i64p3cb9k8oqjeba260sk2b9m6l230hhl8gr38ea460,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
334,Call Shao,,call,2025-03-12 08:00:00 UTC,2025-03-12 08:30:00 UTC,,false,false,,,,,,,,,23,[],[],[],_8cs42g9i8l2jeb9l84rj4b9k8cqj6ba26cs36b9o8l0j0c9k6134cc9h8k,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
335,Banca Investis x Arrow,,call,2025-03-12 09:00:00 UTC,2025-03-12 09:45:00 UTC,,false,false,,,,,,,,,23,"[577, 615]",[],[],_6d23igi5892kab9i74r3ab9k6ss30ba160p3eb9o68pjigph6srk2di660,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
336,Clayton Hill x LeVecke,,call,2025-03-12 13:00:00 UTC,2025-03-12 14:00:00 UTC,,false,false,,,,,,,,,23,[577],[],[],_8ksj2dpo70pj2ba48d236b9k6sp44ba184q3gb9k8oo30gi36ko46ea56k,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
337,Brett LeVecke convo,,call,2025-03-12 14:15:00 UTC,2025-03-12 14:45:00 UTC,,false,false,,,,,,,,,23,[577],[],[],_6t13ge9j84s3gb9i8ko34b9k8cp48ba28go3aba58gp34ga56gqj4c2574,,,,,,,,,,false,,,[],2026-01-19 16:32:33 UTC,2026-01-19 16:32:33 UTC
338,CBRE x Chris Clifford,,call,2025-03-12 17:15:00 UTC,2025-03-12 17:45:00 UTC,,false,false,,,,,,,,,23,"[616, 577, 617]",[],[],_6h2jida58ksk4b9p70ojgb9k8h2j0b9o6l13ib9m60r3ae1m6ksjaga168,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
339,A16z Event,,call,2025-03-12 18:30:00 UTC,2025-03-12 20:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_8p230d236l236b9k8l14cb9k8ksj4b9p8cq38b9o74pk2d226kq36cpn70,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
340,Sam Dinner,,call,2025-03-12 20:00:00 UTC,2025-03-12 21:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_84r3iga170o4cb9k8p23ab9k8l230ba16p0j2ba28crk8c1o88q34d1o6c,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
341,BLK MGK Modeling,,call,2025-04-12 12:00:00 UTC,2025-04-12 12:30:00 UTC,,false,false,,,,,,,,,23,"[575, 577, 613]",[],[],_6gqkad238d138b9i6go3ab9k8kr32b9o8l0k8ba468qjed268os48e1m6o,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
342,LIH — Alex Roberts Next Steps,,call,2025-05-12 07:30:00 UTC,2025-05-12 08:00:00 UTC,,false,false,,,,,,,,,23,[577],[],[],_68sk4d1j6cp36b9o6h2k8b9k710j8b9p70q32b9g6t236h226l2j8chi64,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
343,LeVecke Transaction,,call,2025-05-12 08:00:00 UTC,2025-05-12 08:45:00 UTC,,false,false,,,,,,,,,23,[577],[],[],_74pk4ea68d13eb9g6kr42b9k8oo36b9p88sj4ba368sjiea660o42h1l60,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
344,AMCS Fundraising Call with Chris,,call,2025-05-12 14:00:00 UTC,2025-05-12 14:30:00 UTC,,false,false,,,,,,,,,23,"[577, 591, 541]",[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g6h23ighh890k4cho6or48gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g650jcc9p68p34g9m61132g9k84s34c9i8d0j2gpi650j0da570pg,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
345,Notter,,call,2025-05-12 14:00:00 UTC,2025-05-12 14:30:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6h1k8chg88ok4ba38gojib9k8cpjib9o6goj0b9m88ojcgpo8h2j6g9g84,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
346,Jeff Bonner,,call,2025-05-12 14:30:00 UTC,2025-05-12 15:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6l342e228h246ba58coj4b9k8l134b9p6kr4ab9i6sokad2384pk2ghp84,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
347,Shao brand fund,,call,2025-05-12 17:00:00 UTC,2025-05-12 18:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6123gdi68gq30b9m70o3eb9k84p34b9o60pk8ba564o48dpn6l2jcg9o68,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
348,BevNet Networking,,call,2025-08-12 17:00:00 UTC,2025-08-12 19:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6opjgh9j8gsjcba475138b9k8cq3eba164s44b9m6cs3gdhp6gs3agpk6o,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
349,Call Simone,,call,2025-09-12 06:00:00 UTC,2025-09-12 06:30:00 UTC,,false,false,,,,,,,,,23,[],[],[],_84rj0h1i6d0j6ba68ksjgb9k70qk6b9o84pjcb9k84r3ae2468sk2c218g,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
350,Clayton Hill,,call,2025-09-12 06:30:00 UTC,2025-09-12 07:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6grkcc266sqkcb9j6opk2b9k75232b9p6grkcb9n8or3gca470p38e9g64,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
351,Flight to ATL,,call,2025-09-12 10:30:00 UTC,2025-09-12 14:45:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6cr3ch1i60pj4ba37113ab9k6p1j6b9o70r3ib9p6ko3cc9p74p38g9k64,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
352,Clayton Hill,,call,2025-09-12 11:00:00 UTC,2025-09-12 12:00:00 UTC,,false,false,,,,,,,,,23,[577],[],[],_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g8gp36h1m84sjig9k6os48gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g69246e9k6ko34gq16ks3ad1k8ksj4cq174s3ig9m64sk6di3750g,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
353,Model Review (Evoke),,call,2025-09-12 17:00:00 UTC,2025-09-12 17:30:00 UTC,,false,false,,,,,,,,,23,[577],[],[],_711j0chk6p148ba48csjgb9k84sj0b9o6oq42b9k74qjihi17514ae9l60,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
354,Howard & Chris,,call,2025-09-12 11:00:00 UTC,2025-09-12 12:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6d2kchhn8os3iba688pk8b9k68rk8b9p8os30ba5710jehhh88pjgg9h68,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
355,LIH Internal,,call,2025-10-12 04:00:00 UTC,2025-10-12 04:45:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6cq30hho8ookab9n6os38b9k8d2j2b9o8os3eb9m651k2e1i8or48g9j8k,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
356,Stan & Chris Coffee,,call,2025-10-12 07:00:00 UTC,2025-10-12 07:30:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6t14ch9n7113eba484pjeb9k8p0j8b9o6gskcba26gojedhk8go3ah1o6s,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
357,Domain x Evoke,,call,2025-10-12 08:00:00 UTC,2025-10-12 09:30:00 UTC,,false,false,,,,,,,,,23,[577],[],[],_6ksj0g9j8gs3iba674q3ab9k8ksj8ba26p23ib9o84sj8ghi6123ge2264,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
358,Alex re/ Harvey bill,,call,2025-10-12 10:30:00 UTC,2025-10-12 11:00:00 UTC,,false,false,,,,,,,,,23,[],[],[],_6t136e1p6ko42b9j892k8b9k651kcb9p8cr4aba484r4ae23711j8c9h8g,,,,,,,,,,false,,,[],2026-01-19 16:32:34 UTC,2026-01-19 16:32:34 UTC
